_screen_index,database,evaluation_file,screening_id,screening_title,status,matched_title,best_candidate_title,best_candidate_doi,match_method,match_score,margin
207,IEEE,IEEE_S1_batch_201-220.jsonl,11395764,Secure Prompt Engineering Patterns for Cloud LLM Agents,MATCHED,Secure Prompt Engineering Patterns for Cloud LLM Agents,Secure Prompt Engineering Patterns for Cloud LLM Agents,10.1109/icaic67076.2026.11395764,ID_EXACT,1.0,
208,IEEE,IEEE_S1_batch_201-220.jsonl,11395889,Prompting for LLM Security and RAG: A Survey from Zero-Shot to Automatic Prompt Optimization (APO) and Prompt-Injection Defenses,MATCHED,Prompting for LLM Security and RAG: A Survey from Zero-Shot to Automatic Prompt Optimization (APO) and Prompt-Injection Defenses,Prompting for LLM Security and RAG: A Survey from Zero-Shot to Automatic Prompt Optimization (APO) and Prompt-Injection Defenses,10.1109/icaic67076.2026.11395889,ID_EXACT,1.0,
209,IEEE,IEEE_S1_batch_201-220.jsonl,11395743,Evaluating Jailbreak Vulnerabilities in LLMs: A Taxonomy and Comparative Analysis in Romance Fraud Scenarios,MATCHED,Evaluating Jailbreak Vulnerabilities in LLMs: A Taxonomy and Comparative Analysis in Romance Fraud Scenarios,Evaluating Jailbreak Vulnerabilities in LLMs: A Taxonomy and Comparative Analysis in Romance Fraud Scenarios,10.1109/icaic67076.2026.11395743,ID_EXACT,1.0,
210,IEEE,IEEE_S1_batch_201-220.jsonl,11397677,Prompt-Based Jailbreaking of Leading LLM Chatbots: A Survey of Attacks and Defenses,MATCHED,Prompt-Based Jailbreaking of Leading LLM Chatbots: A Survey of Attacks and Defenses,Prompt-Based Jailbreaking of Leading LLM Chatbots: A Survey of Attacks and Defenses,10.1109/tai.2026.3665656,ID_EXACT,1.0,
211,IEEE,IEEE_S1_batch_201-220.jsonl,11397575,Multi-Criteria Evaluation of Large Language Models (LLMs): Balancing Performance and Security,MATCHED,Multi-Criteria Evaluation of Large Language Models (LLMs): Balancing Performance and Security,Multi-Criteria Evaluation of Large Language Models (LLMs): Balancing Performance and Security,10.1109/access.2026.3665546,ID_EXACT,1.0,
212,IEEE,IEEE_S1_batch_201-220.jsonl,11397656,"LLM and AI Agents for Autonomous Systems: A Survey of Applications, Datasets, and Security Challenges",MATCHED,"LLM and AI Agents for Autonomous Systems: A Survey of Applications, Datasets, and Security Challenges","LLM and AI Agents for Autonomous Systems: A Survey of Applications, Datasets, and Security Challenges",10.1109/ojits.2026.3665677,ID_EXACT,1.0,
213,IEEE,IEEE_S1_batch_201-220.jsonl,11397286,RedAgent: An Autonomous Agent for Context-Aware Red Teaming of LLM Jailbreaks,MATCHED,RedAgent: An Autonomous Agent for Context-Aware Red Teaming of LLM Jailbreaks,RedAgent: An Autonomous Agent for Context-Aware Red Teaming of LLM Jailbreaks,10.1109/tdsc.2026.3665230,ID_EXACT,1.0,
214,IEEE,IEEE_S1_batch_201-220.jsonl,11371728,AudioJailbreak: Jailbreak Attacks Against End-to-End Large Audio-Language Models,MATCHED,AudioJailbreak: Jailbreak Attacks Against End-to-End Large Audio-Language Models,AudioJailbreak: Jailbreak Attacks Against End-to-End Large Audio-Language Models,10.1109/tdsc.2026.3661073,ID_EXACT,1.0,
215,IEEE,IEEE_S1_batch_201-220.jsonl,11366609,Guardrailing LLM and Agentic Decisions for 6G AI-RAN,MATCHED,Guardrailing LLM and Agentic Decisions for 6G AI-RAN,Guardrailing LLM and Agentic Decisions for 6G AI-RAN,10.1109/ccnc65079.2026.11366609,ID_EXACT,1.0,
216,IEEE,IEEE_S1_batch_201-220.jsonl,11366297,NegBLEURT Forest: Leveraging Inconsistencies for Detecting Jailbreak Attacks,MATCHED,NegBLEURT Forest: Leveraging Inconsistencies for Detecting Jailbreak Attacks,NegBLEURT Forest: Leveraging Inconsistencies for Detecting Jailbreak Attacks,10.1109/ccnc65079.2026.11366297,ID_EXACT,1.0,
217,IEEE,IEEE_S1_batch_201-220.jsonl,11370531,Jailbreak and Guard Aligned Language Models With Only Few In-Context Demonstrations,MATCHED,Jailbreak and Guard Aligned Language Models With Only Few In-Context Demonstrations,Jailbreak and Guard Aligned Language Models With Only Few In-Context Demonstrations,10.1109/tpami.2026.3660147,ID_EXACT,1.0,
218,IEEE,IEEE_S1_batch_201-220.jsonl,11367791,Decentralized Digital Identity Management for Large Language Model Agents,MATCHED,Decentralized Digital Identity Management for Large Language Model Agents,Decentralized Digital Identity Management for Large Language Model Agents,10.1109/mcomstd.2025.3648666,ID_EXACT,1.0,
219,IEEE,IEEE_S1_batch_201-220.jsonl,11366235,The AI-Cybersecurity Nexus: How Large Language Models are Reshaping Threat Intelligence and Digital Defense,MATCHED,The AI-Cybersecurity Nexus: How Large Language Models are Reshaping Threat Intelligence and Digital Defense,The AI-Cybersecurity Nexus: How Large Language Models are Reshaping Threat Intelligence and Digital Defense,10.1109/access.2026.3658308,ID_EXACT,1.0,
220,IEEE,IEEE_S1_batch_221-240.jsonl,11363579,Dialogue Injection Attack: Jailbreaking LLMs Through Context Manipulation,MATCHED,Dialogue Injection Attack: Jailbreaking LLMs Through Context Manipulation,Dialogue Injection Attack: Jailbreaking LLMs Through Context Manipulation,10.1109/tifs.2026.3657898,ID_EXACT,1.0,
221,IEEE,IEEE_S1_batch_221-240.jsonl,11363592,UniBreak: A Unified Evolutionary Token-Level Jailbreaking Framework for Large Language Models,MATCHED,UniBreak: A Unified Evolutionary Token-Level Jailbreaking Framework for Large Language Models,UniBreak: A Unified Evolutionary Token-Level Jailbreaking Framework for Large Language Models,10.1109/tevc.2026.3656951,ID_EXACT,1.0,
222,IEEE,IEEE_S1_batch_221-240.jsonl,11359704,"A Systematic Review of Prompt Injection Attacks on Large Language Models: Trends, Taxonomy, Evaluation, Defenses, and Opportunities",MATCHED,"A Systematic Review of Prompt Injection Attacks on Large Language Models: Trends, Taxonomy, Evaluation, Defenses, and Opportunities","A Systematic Review of Prompt Injection Attacks on Large Language Models: Trends, Taxonomy, Evaluation, Defenses, and Opportunities",10.1109/access.2026.3656849,ID_EXACT,1.0,
223,IEEE,IEEE_S1_batch_221-240.jsonl,11218933,Disguise While Defense: Avoid Refusal Responses in LLM’s Defense via a Multi-Agent Attacker–Disguiser Game,MATCHED,Disguise While Defense: Avoid Refusal Responses in LLM’s Defense via a Multi-Agent Attacker–Disguiser Game,Disguise While Defense: Avoid Refusal Responses in LLM’s Defense via a Multi-Agent Attacker–Disguiser Game,10.1109/tifs.2025.3626228,ID_EXACT,1.0,
224,IEEE,IEEE_S1_batch_221-240.jsonl,11580539,ScrapLLM: Benchmarking Data Acquisition for Research in Hate Speech Detection,MATCHED,ScrapLLM: Benchmarking Data Acquisition for Research in Hate Speech Detection,ScrapLLM: Benchmarking Data Acquisition for Research in Hate Speech Detection,10.1109/icccmla66092.2025.11580539,ID_EXACT,1.0,
225,IEEE,IEEE_S1_batch_221-240.jsonl,11581051,SecurePrompt – Detecting and Mitigating Prompt Attacks,MATCHED,SecurePrompt – Detecting and Mitigating Prompt Attacks,SecurePrompt – Detecting and Mitigating Prompt Attacks,10.1109/icccmla66092.2025.11581051,ID_EXACT,1.0,
226,IEEE,IEEE_S1_batch_221-240.jsonl,11526251,A Multi-Agent LLM Defense Pipeline Against Prompt Injection Attacks,MATCHED,A Multi-Agent LLM Defense Pipeline Against Prompt Injection Attacks,A Multi-Agent LLM Defense Pipeline Against Prompt Injection Attacks,10.1109/wiecon-ece69386.2025.11526251,ID_EXACT,1.0,
227,IEEE,IEEE_S1_batch_221-240.jsonl,11501150,"Hallucination-Aware, Injection-Resistant LLMs for Scientific Text Integrity",MATCHED,"Hallucination-Aware, Injection-Resistant LLMs for Scientific Text Integrity","Hallucination-Aware, Injection-Resistant LLMs for Scientific Text Integrity",10.1109/icscss64956.2025.11501150,ID_EXACT,1.0,
228,IEEE,IEEE_S1_batch_221-240.jsonl,11500704,"The Role of Large Language Models in Cybersecurity: Strengths, Vulnerabilities, and Mitigation Strategies",MATCHED,"The Role of Large Language Models in Cybersecurity: Strengths, Vulnerabilities, and Mitigation Strategies","The Role of Large Language Models in Cybersecurity: Strengths, Vulnerabilities, and Mitigation Strategies",10.1109/icscss64956.2025.11500704,ID_EXACT,1.0,
229,IEEE,IEEE_S1_batch_221-240.jsonl,11491276,CPS-Guard: Defensive Architectures for Securing Large Language Models in Cyber-Physical Systems,MATCHED,CPS-Guard: Defensive Architectures for Securing Large Language Models in Cyber-Physical Systems,CPS-Guard: Defensive Architectures for Securing Large Language Models in Cyber-Physical Systems,10.1109/iccit68739.2025.11491276,ID_EXACT,1.0,
230,IEEE,IEEE_S1_batch_221-240.jsonl,11490549,A Reproducible Benchmark for Prompt Injection Vulnerability Assessment in Small-To-Medium Language Models,MATCHED,A Reproducible Benchmark for Prompt Injection Vulnerability Assessment in Small-To-Medium Language Models,A Reproducible Benchmark for Prompt Injection Vulnerability Assessment in Small-To-Medium Language Models,10.1109/iccit68739.2025.11490549,ID_EXACT,1.0,
231,IEEE,IEEE_S1_batch_221-240.jsonl,11491067,Code Poisoning Through Misleading Comments: Jailbreaking Large Language Models via Contextual Deception,MATCHED,Code Poisoning Through Misleading Comments: Jailbreaking Large Language Models via Contextual Deception,Code Poisoning Through Misleading Comments: Jailbreaking Large Language Models via Contextual Deception,10.1109/iccit68739.2025.11491067,ID_EXACT,1.0,
232,IEEE,IEEE_S1_batch_221-240.jsonl,11491115,HiddenGuard: Real-Time Detection and Mitigation of Steganographic Prompt Injection Attacks in Multimodal Large Language Models,MATCHED,HiddenGuard: Real-Time Detection and Mitigation of Steganographic Prompt Injection Attacks in Multimodal Large Language Models,HiddenGuard: Real-Time Detection and Mitigation of Steganographic Prompt Injection Attacks in Multimodal Large Language Models,10.1109/iccit68739.2025.11491115,ID_EXACT,1.0,
233,IEEE,IEEE_S1_batch_221-240.jsonl,11446016,Jailbreaking Multimodal Large Language Models via Shuffle Inconsistency,MATCHED,Jailbreaking Multimodal Large Language Models via Shuffle Inconsistency,Jailbreaking Multimodal Large Language Models via Shuffle Inconsistency,10.1109/iccv51701.2025.00198,ID_EXACT,1.0,
234,IEEE,IEEE_S1_batch_221-240.jsonl,11446151,Ideator: Jailbreaking and Benchmarking Large Vision-Language Models Using Themselves,MATCHED,Ideator: Jailbreaking and Benchmarking Large Vision-Language Models Using Themselves,Ideator: Jailbreaking and Benchmarking Large Vision-Language Models Using Themselves,10.1109/iccv51701.2025.00830,ID_EXACT,1.0,
235,IEEE,IEEE_S1_batch_221-240.jsonl,11444556,Heuristic-Induced Multimodal Risk Distribution Jailbreak Attack for Multimodal Large Language Models,MATCHED,Heuristic-Induced Multimodal Risk Distribution Jailbreak Attack for Multimodal Large Language Models,Heuristic-Induced Multimodal Risk Distribution Jailbreak Attack for Multimodal Large Language Models,10.1109/iccv51701.2025.00258,ID_EXACT,1.0,
236,IEEE,IEEE_S1_batch_221-240.jsonl,11445897,Safeguarding Vision-Language Models: Mitigating Vulnerabilities to Gaussian Noise in Perturbation-Based Attacks,MATCHED,Safeguarding Vision-Language Models: Mitigating Vulnerabilities to Gaussian Noise in Perturbation-Based Attacks,Safeguarding Vision-Language Models: Mitigating Vulnerabilities to Gaussian Noise in Perturbation-Based Attacks,10.1109/iccv51701.2025.00266,ID_EXACT,1.0,
237,IEEE,IEEE_S1_batch_221-240.jsonl,11476245,Zero-Shot Robotic Control via Custom LLM Agents: A Lightweight Framework for Embodied Learning,MATCHED,Zero-Shot Robotic Control via Custom LLM Agents: A Lightweight Framework for Embodied Learning,Zero-Shot Robotic Control via Custom LLM Agents: A Lightweight Framework for Embodied Learning,10.1109/chilecon66915.2025.11476245,ID_EXACT,1.0,
238,IEEE,IEEE_S1_batch_221-240.jsonl,11473001,Quantifying AI Security Coverage: A Metric-Based Evaluation Across Five Governance Frameworks,MATCHED,Quantifying AI Security Coverage: A Metric-Based Evaluation Across Five Governance Frameworks,Quantifying AI Security Coverage: A Metric-Based Evaluation Across Five Governance Frameworks,10.1109/intellisecai66368.2025.11473001,ID_EXACT,1.0,
239,IEEE,IEEE_S1_batch_221-240.jsonl,11472287,Prompt Injection Vulnerabilities and Data Leakage in ChatGPT and Claude: Toward Safer Conversational AI,MATCHED,Prompt Injection Vulnerabilities and Data Leakage in ChatGPT and Claude: Toward Safer Conversational AI,Prompt Injection Vulnerabilities and Data Leakage in ChatGPT and Claude: Toward Safer Conversational AI,10.1109/icecet63943.2025.11472287,ID_EXACT,1.0,
240,IEEE,IEEE_S1_batch_241-260.jsonl,11471392,"Jailbreaking Large Language Models: Safety Alignment, Response Quality, Computational Cost",MATCHED,"Jailbreaking Large Language Models: Safety Alignment, Response Quality, Computational Cost","Jailbreaking Large Language Models: Safety Alignment, Response Quality, Computational Cost",10.1109/icmla66185.2025.00172,ID_EXACT,1.0,
241,IEEE,IEEE_S1_batch_241-260.jsonl,11471500,LLMZ+: Contextual Prompt Whitelist Principles for Agentic LLMs,MATCHED,LLMZ+: Contextual Prompt Whitelist Principles for Agentic LLMs,LLMZ+: Contextual Prompt Whitelist Principles for Agentic LLMs,10.1109/icmla66185.2025.00213,ID_EXACT,1.0,
242,IEEE,IEEE_S1_batch_241-260.jsonl,11471319,Jailbreaking Large Vision Language Models in Intelligent Transportation Systems,MATCHED,Jailbreaking Large Vision Language Models in Intelligent Transportation Systems,Jailbreaking Large Vision Language Models in Intelligent Transportation Systems,10.1109/icmla66185.2025.00217,ID_EXACT,1.0,
243,IEEE,IEEE_S1_batch_241-260.jsonl,11452634,JailbreakMaster: Low-Interaction Jailbreak Prompt Generation via Feature-Guided Strategy Search and Adaptive Fusion,MATCHED,JailbreakMaster: Low-Interaction Jailbreak Prompt Generation via Feature-Guided Strategy Search and Adaptive Fusion,JailbreakMaster: Low-Interaction Jailbreak Prompt Generation via Feature-Guided Strategy Search and Adaptive Fusion,10.1109/cress68073.2025.11452634,ID_EXACT,1.0,
244,IEEE,IEEE_S1_batch_241-260.jsonl,11452809,Layer Zero: The Safeguard against Malicious Prompts,MATCHED,Layer Zero: The Safeguard against Malicious Prompts,Layer Zero: The Safeguard against Malicious Prompts,10.1109/icaft66710.2025.11452809,ID_EXACT,1.0,
245,IEEE,IEEE_S1_batch_241-260.jsonl,11452136,Transferable Ensemble Black-Box Jailbreak Attacks on Large Language Models,MATCHED,Transferable Ensemble Black-Box Jailbreak Attacks on Large Language Models,Transferable Ensemble Black-Box Jailbreak Attacks on Large Language Models,10.1109/icaisg68699.2025.11452136,ID_EXACT,1.0,
246,IEEE,IEEE_S1_batch_241-260.jsonl,11427210,Data Poisoning Attacks of Fine-Tuning for Large Language Models,MATCHED,Data Poisoning Attacks of Fine-Tuning for Large Language Models,Data Poisoning Attacks of Fine-Tuning for Large Language Models,10.1109/aicsip65423.2025.11427210,ID_EXACT,1.0,
247,IEEE,IEEE_S1_batch_241-260.jsonl,11430791,Cross-Agent Multimodal Provenance-Aware Framework for Robust Prompt Injection Defense in Large Language and Vision-Language Models,MATCHED,Cross-Agent Multimodal Provenance-Aware Framework for Robust Prompt Injection Defense in Large Language and Vision-Language Models,Cross-Agent Multimodal Provenance-Aware Framework for Robust Prompt Injection Defense in Large Language and Vision-Language Models,10.1109/icca66035.2025.11430791,ID_EXACT,1.0,
248,IEEE,IEEE_S1_batch_241-260.jsonl,11431088,Beyond Individual Defenses: Evaluating Defense Combinations Against Prompt Injection Attacks,MATCHED,Beyond Individual Defenses: Evaluating Defense Combinations Against Prompt Injection Attacks,Beyond Individual Defenses: Evaluating Defense Combinations Against Prompt Injection Attacks,10.1109/icca66035.2025.11431088,ID_EXACT,1.0,
249,IEEE,IEEE_S1_batch_241-260.jsonl,11418350,Hacking the Black Box: Prompt Injection for Visualizing LLM Reasoning as Graphs,MATCHED,Hacking the Black Box: Prompt Injection for Visualizing LLM Reasoning as Graphs,Hacking the Black Box: Prompt Injection for Visualizing LLM Reasoning as Graphs,10.1109/iiai-aai-winter69777.2025.00064,ID_EXACT,1.0,
250,IEEE,IEEE_S1_batch_241-260.jsonl,11418030,Goal-Driven Risk Assessment for LLM-Powered Systems: A Healthcare Case Study,MATCHED,Goal-Driven Risk Assessment for LLM-Powered Systems: A Healthcare Case Study,Goal-Driven Risk Assessment for LLM-Powered Systems: A Healthcare Case Study,10.1109/acsacw69556.2025.00037,ID_EXACT,1.0,
251,IEEE,IEEE_S1_batch_241-260.jsonl,11418001,EmpathAI: A Trustworthy and Secure Conversational Agent for Mental Healthcare,MATCHED,EmpathAI: A Trustworthy and Secure Conversational Agent for Mental Healthcare,EmpathAI: A Trustworthy and Secure Conversational Agent for Mental Healthcare,10.1109/acsacw69556.2025.00038,ID_EXACT,1.0,
252,IEEE,IEEE_S1_batch_241-260.jsonl,11417026,Beyond the Chatbox: An Exploratory Case Study of Autonomous Computer-Use Agents,MATCHED,Beyond the Chatbox: An Exploratory Case Study of Autonomous Computer-Use Agents,Beyond the Chatbox: An Exploratory Case Study of Autonomous Computer-Use Agents,10.1109/cogmi67134.2025.00062,ID_EXACT,1.0,
253,IEEE,IEEE_S1_batch_241-260.jsonl,11401933,Exploring Potential Prompt Injection Attacks in Federated Military LLMs and Their Mitigation,MATCHED,Exploring Potential Prompt Injection Attacks in Federated Military LLMs and Their Mitigation,Exploring Potential Prompt Injection Attacks in Federated Military LLMs and Their Mitigation,10.1109/bigdata66926.2025.11401933,ID_EXACT,1.0,
254,IEEE,IEEE_S1_batch_241-260.jsonl,11401900,RAG-Targeted Adversarial Attack on LLM-Based Threat Detection and Mitigation Framework,MATCHED,RAG-Targeted Adversarial Attack on LLM-Based Threat Detection and Mitigation Framework,RAG-Targeted Adversarial Attack on LLM-Based Threat Detection and Mitigation Framework,10.1109/bigdata66926.2025.11401900,ID_EXACT,1.0,
